Quadrante 0
Generation,Nevals,Min,Avg,Shift distance violations,Consecutive shift violations
1,66,3170.0,3691.6,317,485
2,74,3010.0,3508.0,301,476
3,70,2930.0,3320.8,293,470
4,66,2790.0,3133.2,279,458
5,68,2790.0,2983.4,279,458
6,72,2750.0,2914.6,275,458
7,66,2710.0,2841.9,271,464
8,49,2690.0,2775.2,269,466
9,72,2670.0,2747.6,267,464
10,56,2650.0,2722.4,265,465
11,73,2650.0,2683.2,265,466
12,78,2620.0,2662.8,262,468
13,67,2580.0,2648.6,258,466
14,64,2580.0,2630.7,258,464
15,75,2550.0,2609.5,255,465
16,67,2510.0,2581.4,251,463
17,74,2510.0,2563.1,251,463
18,75,2490.0,2539.1,249,465
19,69,2460.0,2515.0,246,462
20,65,2440.0,2497.0,244,464
21,72,2400.0,2473.8,240,460
22,64,2400.0,2444.5,240,461
23,61,2380.0,2415.7,238,459
24,59,2380.0,2399.5,238,458
25,74,2360.0,2391.4,236,459
26,63,2340.0,2378.5,234,459
27,77,2320.0,2368.2,232,459
28,62,2320.0,2355.8,232,460
29,65,2320.0,2339.0,232,459
30,62,2290.0,2325.5,229,460
31,70,2290.0,2317.7,229,460
32,68,2260.0,2309.9,226,458
33,67,2260.0,2292.8,226,458
34,79,2220.0,2274.0,222,458
35,69,2200.0,2255.4,220,458
36,63,2180.0,2235.0,218,456
37,59,2180.0,2212.1,218,457
38,62,2160.0,2186.9,216,454
39,72,2140.0,2177.4,214,459
40,68,2120.0,2168.8,212,458
41,60,2100.0,2149.6,210,455
42,72,2100.0,2130.6,210,451
43,76,2080.0,2116.2,208,452
44,68,2080.0,2103.6,208,453
45,76,2080.0,2093.6,208,453
46,54,2040.0,2082.1,204,450
47,65,2020.0,2072.4,202,450
48,58,2000.0,2051.8,200,447
49,73,2000.0,2028.5,200,448
50,63,1980.0,2013.0,198,450
51,72,1960.0,1999.6,196,449
52,61,1940.0,1988.4,194,449
53,72,1920.0,1966.8,192,450
54,60,1900.0,1947.6,190,450
55,76,1900.0,1929.4,190,448
56,64,1880.0,1912.7,188,448
57,78,1880.0,1898.8,188,448
