Quadrante 0
Generation,Nevals,Min,Avg,Shift distance violations,Consecutive shift violations
1,67,3400.0,3808.8,340,502
2,73,3200.0,3548.7,320,505
3,66,3120.0,3403.2,312,470
4,69,2880.0,3269.3,288,460
5,65,2870.0,3139.7,287,481
6,74,2730.0,2992.5,273,497
7,66,2690.0,2894.0,269,488
8,73,2620.0,2841.3,262,484
9,72,2570.0,2736.6,257,507
10,70,2440.0,2639.6,244,487
11,64,2440.0,2576.2,244,489
12,66,2440.0,2487.6,244,488
13,71,2440.0,2443.5,244,487
14,69,2420.0,2440.3,242,487
15,56,2420.0,2438.2,242,487
16,63,2400.0,2431.1,240,485
17,66,2400.0,2419.8,240,482
18,67,2400.0,2413.5,240,485
19,66,2380.0,2401.3,238,481
20,66,2360.0,2397.6,236,485
21,76,2360.0,2389.8,236,482
22,68,2360.0,2379.2,236,485
23,72,2320.0,2366.2,232,484
24,65,2320.0,2355.0,232,484
25,72,2270.0,2331.5,227,483
26,69,2270.0,2318.2,227,483
27,65,2250.0,2302.6,225,483
28,65,2230.0,2276.8,223,479
29,71,2210.0,2258.9,221,479
30,72,2190.0,2235.4,219,477
31,75,2190.0,2216.0,219,477
32,65,2170.0,2204.3,217,478
33,69,2160.0,2191.4,216,479
34,69,2150.0,2183.1,215,480
35,73,2120.0,2167.6,212,476
36,60,2110.0,2147.8,211,477
37,73,2110.0,2130.1,211,476
38,77,2080.0,2114.8,208,475
39,65,2060.0,2104.3,206,472
40,75,2060.0,2093.3,206,474
41,68,2040.0,2077.9,204,475
42,64,2040.0,2057.4,204,471
43,73,2040.0,2046.0,204,472
44,66,2020.0,2040.4,202,470
45,72,2020.0,2041.0,202,470
46,71,2020.0,2036.9,202,468
47,63,2020.0,2028.0,202,468
48,67,2020.0,2021.2,202,472
49,68,2000.0,2020.4,200,472
50,68,2000.0,2018.5,200,471
51,64,2000.0,2010.6,200,472
52,71,1960.0,2000.9,196,471
53,65,1960.0,1995.4,196,471
54,68,1940.0,1979.4,194,470
55,72,1920.0,1960.6,192,468
56,68,1920.0,1941.9,192,468
57,72,1920.0,1936.5,192,470
58,77,1860.0,1925.5,186,468
59,68,1860.0,1914.2,186,468
60,76,1820.0,1900.5,182,470
61,70,1820.0,1868.2,182,470
62,67,1810.0,1845.0,181,469
63,73,1800.0,1825.6,180,468
64,74,1790.0,1815.2,179,468
65,78,1790.0,1806.1,179,468
66,67,1760.0,1796.5,176,466
67,68,1750.0,1785.6,175,464
68,68,1720.0,1769.0,172,464
69,64,1710.0,1746.7,171,464
70,77,1710.0,1729.2,171,464
71,77,1700.0,1717.6,170,463
72,74,1690.0,1709.7,169,462
73,74,1680.0,1704.6,168,463
74,73,1650.0,1695.4,165,461
75,68,1620.0,1681.6,162,458
76,61,1600.0,1659.6,160,456
77,65,1600.0,1634.9,161,459
78,60,1600.0,1619.9,160,457
79,63,1570.0,1608.0,157,455
80,82,1560.0,1597.2,156,454
81,73,1560.0,1582.8,156,453
82,77,1540.0,1565.5,154,453
83,63,1540.0,1558.7,154,454
84,68,1540.0,1554.0,154,451
85,59,1520.0,1542.4,152,451
86,70,1520.0,1538.1,152,453
87,77,1500.0,1531.4,150,451
88,78,1500.0,1520.8,150,452
89,72,1480.0,1509.8,148,451
90,78,1480.0,1499.5,148,451
91,68,1470.0,1495.0,147,449
92,73,1460.0,1483.0,146,449
93,68,1460.0,1475.6,146,453
94,56,1450.0,1465.9,145,449
95,63,1430.0,1459.5,143,451
96,75,1430.0,1451.1,143,451
97,58,1410.0,1439.9,141,453
98,63,1410.0,1429.3,141,452
99,75,1390.0,1422.1,139,451
100,66,1390.0,1409.3,139,452
101,76,1370.0,1401.9,137,448
102,61,1370.0,1392.0,137,450
103,72,1330.0,1382.6,133,446
104,71,1330.0,1363.8,133,446
105,70,1330.0,1346.3,133,445
106,74,1310.0,1332.1,131,445
107,58,1310.0,1329.2,131,444
108,79,1290.0,1322.4,129,443
109,77,1290.0,1310.1,129,444
110,65,1280.0,1301.5,128,444
111,69,1270.0,1289.0,127,442
112,64,1260.0,1280.3,126,446
113,68,1250.0,1272.5,125,443
114,66,1250.0,1262.5,125,443
115,78,1240.0,1253.1,124,446
116,66,1230.0,1250.0,123,439
117,78,1220.0,1243.5,122,441
118,73,1210.0,1232.4,121,441
119,66,1200.0,1223.7,120,440
120,75,1200.0,1213.7,120,440
121,69,1200.0,1205.2,120,444
122,72,1200.0,1200.6,120,441
123,72,1200.0,1200.8,120,441
124,68,1180.0,1200.5,118,441
125,63,1180.0,1199.8,118,441
126,70,1180.0,1196.6,118,440
127,65,1180.0,1185.4,118,437
128,67,1180.0,1180.0,118,437
129,68,1180.0,1180.9,118,442
130,73,1180.0,1180.4,118,440
131,67,1160.0,1179.8,116,441
132,69,1160.0,1178.7,116,439
133,65,1160.0,1173.9,116,439
134,68,1150.0,1162.1,115,445
135,58,1150.0,1159.6,115,441
136,71,1140.0,1158.6,114,440
137,69,1140.0,1153.9,114,440
138,66,1130.0,1148.9,113,437
139,66,1120.0,1140.8,112,438
140,68,1120.0,1130.4,112,439
141,77,1100.0,1127.7,110,437
142,69,1060.0,1119.2,106,436
143,74,1060.0,1106.2,106,436
144,73,1060.0,1082.4,106,436
145,76,1050.0,1065.5,105,437
146,63,1040.0,1059.5,104,437
147,72,1040.0,1054.7,104,437
148,70,1020.0,1044.5,102,433
149,73,1010.0,1037.7,101,432
150,75,1000.0,1031.1,100,432
151,79,990.0,1020.1,99,432
152,78,980.0,1004.6,98,431
153,66,970.0,991.8,97,431
154,74,950.0,984.9,95,430
155,71,950.0,972.0,95,431
156,67,930.0,961.8,93,429
157,70,930.0,948.2,93,431
158,64,910.0,941.0,91,429
159,60,910.0,929.9,91,431
160,79,890.0,926.7,89,431
161,75,890.0,914.2,89,431
162,72,870.0,900.9,87,430
163,62,870.0,888.1,87,429
164,72,850.0,875.8,85,430
165,65,830.0,865.6,83,427
166,61,830.0,853.2,83,429
167,77,810.0,846.2,81,428
168,71,810.0,834.5,81,428
169,73,810.0,823.9,81,429
170,65,790.0,813.6,79,428
171,50,790.0,809.3,79,427
172,68,770.0,802.8,77,427
173,65,770.0,787.4,77,427
174,69,760.0,776.4,76,426
175,73,760.0,769.9,76,427
176,70,750.0,768.3,75,427
177,70,740.0,763.4,74,426
178,60,720.0,754.8,72,426
179,71,720.0,744.2,72,425
180,69,700.0,731.3,70,427
181,68,700.0,719.6,70,428
182,62,680.0,708.4,68,426
183,59,660.0,699.2,66,427
184,77,660.0,690.3,66,424
185,61,640.0,675.8,64,426
186,64,640.0,661.9,64,425
187,64,640.0,650.9,64,425
188,74,620.0,641.4,62,425
189,68,620.0,639.4,62,426
190,64,620.0,637.5,62,427
191,59,620.0,629.7,62,425
192,68,600.0,621.3,60,426
193,74,580.0,618.4,58,424
194,82,580.0,611.5,58,427
195,70,580.0,598.3,58,424
